CUI|Concept|CCS|Phecode|CTD|HPO|HDO
C0238074|'Cor Pulmonale'|[103]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0238111|'Gastaut syndrome'|[83]|['Neuro']|['Genetic disease (inborn)', 'Nervous system disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0238122|'Cancer, Fallopian Tube::Fallopian Tube Cancers'|[28]|['Neoplasms']|['Cancer', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0238124|'Necrotizing Fascitis'|[211]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0002715 ! Abnormality of the immune system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0238141|'Carcinoma of the Gum'|[11]|['Neoplasms']|['Cancer', 'Digestive system disease', 'Mouth disease', 'Musculoskeletal disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0002664 ! Neoplasm', 'HP:0002715 ! Abnormality of the immune system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0238196|'Carcinoma of the Small Intestine::Small Bowel Carcinoma::Small Bowel Cancer::Cancer of Small Bowel::Cancer of the Small Bowel::Small Intestinal Cancer::Carcinoma of the Small Bowel'|[18]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0238198|'GI stroma tumor'|[21]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0238206|'KIDNEY, CONTUSION'|[234]|['Genitourinary']|['Wounds and injuries']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0238246|'liver haemangioma'|[47]|['Neoplasms']|['Cancer', 'Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0238301|'Nasopharyngeal Cancer'|[11]|['Neoplasms']|['Cancer', 'Ear-nose-throat disease', 'Mouth disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0238324|'germ cell ovarian cancer'|[27, 43, 51, 175]|['Endo', 'Genitourinary', 'Neoplasms', 'Preg']|['Cancer', 'Endocrine system disease', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0238337|'Cystadenocarcinoma of the Pancreas'|[17, 43, 44, 152]|['GI', 'Neoplasms']|['Cancer', 'Digestive system disease', 'Endocrine system disease']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0238415|'SCLERODERMA, PULMONARY'|[133, 210]|['Musc/Skel']|['Connective tissue disease', 'Musculoskeletal disease', 'Respiratory tract disease', 'Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0238425|'SICKLE CELL CRISIS'|[61]|['Blood']|['Blood disease', 'Genetic disease (inborn)']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0238461|'Anaplastic Thyroid Cancer'|[36]|['Neoplasms']|['Cancer']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0238462|'Medullary Carcinoma of the Thyroid::Medullary Thyroid Cancer'|[36]|['Neoplasms']|['Cancer', 'Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0238463|'Papillary Thyroid Cancer::Papillary Cancer of the Thyroid Gland::Papillary Thyroid Carcinoma'|[36]|['Neoplasms']|['Cancer', 'Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0238501|'Urethral polyp'|[162, 163]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0238518|'Squamous Cell Carcinoma of the Vagina'|[28]|['Neoplasms']|['Cancer', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0238644|'ANEMIA, SEVERE'|[59]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0238650|'ANKLE ARTHRITIS::arthritis ankle'|[204]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0238740|'BACK PAIN, SEVERE'|[205]|['Musc/Skel']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0238792|'bone lesions'|[212]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0033127 ! Abnormality of the musculoskeletal system', 'HP:0040064 ! Abnormality of limbs']|['DOID:7 ! disease of anatomical entity']
C0239295|'candida oesophagitis'|[4]|['GI', 'ID']|['Bacterial infection or mycosis']|['HP:0002715 ! Abnormality of the immune system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:0050117 ! disease by infectious agent']
C0239296|'ESOPHAGEAL OBSTRUCTION'|[138]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0239313|'EXERCISE INDUCED'|[]|[]|[]|[]|[]
C0239377|'ARM PAIN'|[211]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:150 ! disease of mental health']
C0239649|'numbness in feet'|[91, 95]|['Eye', 'Mental', 'Neuro']|['Mental disorder', 'Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0239653|'Itchy feet'|[198]|['Derm']|['Signs and symptoms', 'Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0239686|'FORMALDEHYDE EXPOSURE'|[]|[]|[]|[]|[]
C0239816|'HAND DERMATITIS::eczema hand::Hand eczema'|[253]|['Derm']|['Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0239833|'HAND PAIN'|[211]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0239842|'HAND TREMOR::hand tremors::Tremor of hands::Tremor of hand'|[35, 95]|['Neoplasms', 'Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|[]
C0239882|'tremor head::HEAD TREMOR'|[95]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0239888|'Recurrent headaches'|[84]|['GI', 'Neuro']|['Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0239946|'HEPATIC FIBROSIS'|[151]|['GI']|['Digestive system disease', 'Pathology (process)']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0240066|'IRON DEFICIENCY'|[52]|['Eye', 'Metab']|['Metabolic disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:0014667 ! disease of metabolism']
C0240111|'Arthritis of knee::KNEE ARTHRITIS::arthritis knees::arthritis knee'|[203, 204]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0240164|'laryngeal papillomas'|[47]|['Neoplasms']|['Cancer']|['HP:0001574 ! Abnormality of the integument']|['DOID:14566 ! disease of cellular proliferation']
C0240602|'NARCOTIC USE'|[242, 661, 662, 2617]|['Mental']|['Mental disorder', 'Substance-related disorder']|[]|['DOID:150 ! disease of mental health']
C0240735|'Change in personality::PERSONALITY CHANGE::Personality changes::Personality Difference'|[658]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0240803|'lymphoma brain'|[35]|['Neoplasms']|['Cancer', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:14566 ! disease of cellular proliferation']
C0240872|'RECTAL FISSURE'|[147, 155]|['GI']|['Digestive system disease']|['HP:0000119 ! Abnormality of the genitourinary system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0240912|'Vertical Talus'|[217]|['Cong']|['Congenital abnormality', 'Musculoskeletal disease']|['HP:0040064 ! Abnormality of limbs']|['DOID:7 ! disease of anatomical entity']
C0240941|'itchy scalp'|[198]|['Derm']|['Signs and symptoms', 'Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0240942|'Rash of scalp'|[200]|['Derm']|['Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0241037|'shoulder lump'|[200]|['Derm']|['Signs and symptoms']|['HP:0001939 ! Abnormality of metabolism/homeostasis']|[]
C0241144|'Petechiae'|[200]|['Derm']|['Blood disease', 'Pathology (process)', 'Signs and symptoms']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0241210|'SPEECH DELAY::Delayed speech'|[95]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0241237|'Difficulty standing'|[]|[]|['Nervous system disease', 'Signs and symptoms']|['HP:0033127 ! Abnormality of the musculoskeletal system']|[]
C0241861|'DIABETES, STABLE'|[49, 50, 186]|['Endo']|['Endocrine system disease', 'Metabolic disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:0014667 ! disease of metabolism']
C0241910|'Autoimmune hepatitis'|[6]|['Blood', 'GI']|['Digestive system disease', 'Immune system disease']|['HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0241950|'Bowel infarction'|[114]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0242084|'RUPTURED CEREBRAL ANEURYSM::cerebral aneurysm rupture'|[111]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0242172|'PELVIC INFLAMMATORY DISEASE'|[168]|['Genitourinary']|['Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0242225|'Colour blindness, NOS'|[89]|['Eye']|['Eye disease', 'Nervous system disease', 'Signs and symptoms']|['HP:0000478 ! Abnormality of the eye']|['DOID:7 ! disease of anatomical entity']
C0242231|'Coronary Artery Stenosis'|[117]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0242292|albright disease::ALBRIGHT'S SYNDROME|[217]|['Both', 'Cong']|['Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:225 ! syndrome']
C0242301|'BOIL::FURUNCLES'|[197]|['Derm']|['Animal disease', 'Bacterial infection or mycosis', 'Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0242339|'Dyslipidemia::Dyslipidemias::High blood cholesterol/triglycerides'|[58]|['Metab']|['Metabolic disease']|['HP:0001939 ! Abnormality of metabolism/homeostasis']|['DOID:0014667 ! disease of metabolism']
C0242350|'Erectile Dysfunction'|[166, 670]|['Genitourinary', 'Mental']|['Mental disorder', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:150 ! disease of mental health']
C0242354|'Congenital disease::Congenital disorder::Congenital condition::Congenital Disorders'|[217]|['Cong']|['Congenital Disorder', 'Congenital Disorders', 'Congenital abnormality', 'Disorder, Congenital', 'Disorders, Congenital', 'Genetic disease (inborn)', 'Infant-newborn disease', 'Neonatal Diseases and Abnormalities']|[]|['DOID:225 ! syndrome']
C0242379|'Cancer lung::Pulmonary malignancies::Lung Cancers::Pulmonary Cancer::Lung Cancer::lung malignancy::Cancer of Lung::Pulmonary Malignancy::Cancer of the Lung'|[19]|['Neoplasms']|['Cancer', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0242383|'Age related macular degeneration::ARMD::Macular Degeneration'|[87]|['Eye']|['Eye disease']|['HP:0000478 ! Abnormality of the eye']|['DOID:7 ! disease of anatomical entity']
C0242422|'parkinsonian Disorder::PARKINSONIAN SYNDROME::PARKINSONISM::Parkinsonian Symptoms'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0242510|'Drug use::Drug usage'|[]|['Mental']|['Mental disorder', 'Substance-related disorder']|[]|['DOID:150 ! disease of mental health']
C0242584|'Immune thrombocytopenia'|[62]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0242647|'MALToma::MALT Lymphoma'|[38]|['Neoplasms']|['Cancer', 'Immune system disease', 'Lymphatic disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:14566 ! disease of cellular proliferation']
C0242666|'Protein S Deficiencies::Protein S Deficiency'|[62]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0242770|'BOOP'|[133]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0242966|'Septic syndrome'|[244]|['ID']|['Pathology (process)']|['HP:0002715 ! Abnormality of the immune system']|['DOID:225 ! syndrome']
C0243002|'TRICUSPID ATRESIA::Tricuspid Valve Atresia'|[213]|['Cong']|['Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0243010|'Viral Encephalitis'|[7]|['ID', 'Neuro']|['Nervous system disease', 'Viral disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0243026|'SEPSIS::Septicemia'|[2]|['ID']|['Pathology (process)']|['HP:0002715 ! Abnormality of the immune system']|['DOID:0050117 ! disease by infectious agent']
C0243050|'Cardiac anomaly'|[217]|['Cong']|['Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:225 ! syndrome']
C0259797|'Dog Bite'|[2611]|[]|['Wounds and injuries']|[]|[]
C0259996|'Meningitis, Spinal'|[76]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0260037|'Multiple tumors'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0262376|'generalized anxiety'|[651]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0262384|'ATYPICAL CHEST PAIN'|[102]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom']|['DOID:14566 ! disease of cellular proliferation', 'DOID:7 ! disease of anatomical entity']"
C0262386|'AVULSION'|[244]|[]|['Wounds and injuries']|[]|['DOID:7 ! disease of anatomical entity']
C0262395|'Borderline High blood pressure::hypertension borderline::BORDERLINE HYPERTENSION'|[117]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0262398|'BULLOUS PEMPHIGUS'|[198]|['Derm']|['Immune system disease', 'Skin disease']|['HP:0001574 ! Abnormality of the integument', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0262401|'ampullary cancer::Ampulla of Vater Cancer::CARCINOMA OF AMPULLA OF VATER'|[18]|['Neoplasms']|['Cancer', 'Digestive system disease', 'Endocrine system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0262404|'CEREBELLAR DEGENERATION'|[81]|['Neuro']|['Genetic disease (inborn)', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0262414|'neck fracture::CERVICAL SPINE FRACTURE'|[231]|['Musc/Skel']|['Wounds and injuries']|[]|['DOID:7 ! disease of anatomical entity']
C0262436|'CONGENITAL Heart valve disease'|[213]|['Cong']|['Cancer', 'Cardiovascular disease', 'Congenital abnormality', 'Genetic disease (inborn)']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0262469|'EMBOLIC STROKE'|[109]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
